code,name,grade,establishment_type,phone,establishment_date,bed_count,operation_facility,doctor_count,specialist_by_department,department_specialists,other_staff,consultation_hours,location,has_images,sido,sigungu,summary_hostpital,summary
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEyMjIjODEjJDEjJDYjJDgz,영주시립노인전문요양병원,2등급,공립,054-631-1500,2009-03-03,"일반입원실: 상급 : 5 명 , 일반 : 241 명 | 물리치료실: 14 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 7 명 | 의사: 7 명 | 한의사: 1 명,내과: 2 명 | 신경외과: 1 명 | 가정의학과: 1 명,내과: 2 명 | 신경외과: 1 명 | 가정의학과: 1 명,약사: 1 명 | 사회복지사: 4 명 | 물리치료사: 4 명 | 작업치료사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~12시 30분 | 점심시간_월~금: 12:30 ~ 13:30 | 점심시간_토요일: 12:30 ~ 13:30 | 점심시간_일요일: 12:30 ~ 13:30,"경상북도 영주시 안정면 장안로 697, (안정면)",True,경상북도,영주시,,"경상북도 영주시 영주시립노인전문요양병원은 2등급 공립 시설로 2009년 3월 3일 설립되었으며, 상급 5명과 일반 241명의 병상을 보유하고 있다. 물리치료실에는 14명의 전문 인력이 배치되어 있으며, 의료진은 총 7명의 일반 의사와 1명의 한의사를 포함해 내과 2명, 신경외과 1명, 가정의학과 1명의 전문의가 있다. 약사 1명, 사회복지사 4명, 물리치료사 4명, 작업치료사 1명 등 지원 인력이 함께 일한다. 단독 건물에 위치해 장례식장은 없으며, 공동간병 형태로 운영되고, 자원봉사와 종교 활동이 활발하다. 진료는 월~금 9시부터 18시까지, 토요일은 9시부터 12시 30분까지, 일요일은 9시부터 18시까지 진행되며, 점심시간은 매일 12시 30분부터 13시 30분까지이다. 사진 제공 여부는 True이다."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQ1IyQwMCQyNjE4MzIjNTEjJDEjJDIjJDgz,영천요양병원,3등급,개인,054-336-3000,2017-01-10,"일반입원실: 상급 : 17 명 , 일반 : 222 명 | 물리치료실: 4 명",입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: N | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,외과: 1 명 | 가정의학과: 1 명 | 예방의학과: 1 명,외과: 1 명 | 가정의학과: 1 명 | 예방의학과: 1 명,약사: 1 명 | 사회복지사: 2 명 | 물리치료사: 2 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 12시30분~13시30분 | 점심시간_토요일: 12시30분~13시30분 | 점심시간_일요일: 12시30분~13시30분,"경상북도 영천시 천문로 594-0, 영천요양병원",True,경상북도,영천시,,"경상북도 영천시에 위치한 영천요양병원은 3등급 개인 설립 병원으로 2017년 1월 10일에 설립되었습니다. 상급 17명, 일반 222명의 병상과 물리치료실 4명을 보유하고 있으며, 외과·가정의학과·예방의학과 전문의 각각 1명, 한의사 1명, 총 4명의 의사, 약사 1명, 사회복지사 2명, 물리치료사 2명이 근무합니다. 단독건물에 자리하며 공동간병 형태를 채택하고 자원봉사활동이 활성화되어 있으나 종교활동은 없습니다. 입지: 단독건물이며 교통이 편리하고, 지역사회와 연계된 자원봉사활동이 활발하며 환자와 가족이 편안히 이용할 수 있도록 배려합니다. 진료는 월~금 09:00~18:00, 점심 12:30~13:30, 토·일도 같은 점심시간을 적용하고 사진이 제공되며 환자와 보호자에게 친절한 안내가 제공됩니다. 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ3MiQyNjE0ODEjNTEjJDEjJDIjJDgz,영통효요양병원,3등급,개인,031-205-0011,2017-12-14,"일반입원실: 상급 : 1 명 , 일반 : 200 명 | 물리치료실: 2 명",,총 인원: 6 명 | 의사: 6 명 | 한의사: 1 명,내과: 2 명 | 신경과: 1 명 | 재활의학과: 1 명,내과: 2 명 | 신경과: 1 명 | 재활의학과: 1 명,약사: 1 명 | 사회복지사: 2 명 | 물리치료사: 9 명 | 작업치료사: 4 명,,"경기도 수원시 영통구 영통로90번길 4-16, 2층~5층 (망포동)",True,경기도,수원시,,"경기도 수원시 영통효요양병원은 2017년 12월 14일 설립된 3등급 개인 병원으로, 상급 1명, 일반 200명 병상을 보유하고 있다. 물리치료실은 2명, 물리치료사 9명, 작업치료사 4명이 운영하며, 총 6명의 의사가 근무하고 한의사 1명, 내과 2명, 신경과 1명, 재활의학과 1명의 전문의가 배치되어 있다. 약사 1명, 사회복지사 2명 등 지원 인력이 함께하며, 병원은 수원시 중심에 위치해 교통이 편리하다. 3등급 인증을 받은 시설로, 환자 안전과 편의에 중점을 두고 있다. 입원 환자에 대한 24시간 간호 체계가 마련돼 있다. 진료 및 서비스에 관한 자세한 내용은 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,예담요양병원,5등급,의료법인,031-953-0000,2014-06-03,"일반입원실: 상급 : 1 명 , 일반 : 184 명 | 물리치료실: 13 명",장례식장: Y | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 2 명,내과: 1 명 | 정형외과: 1 명,내과: 1 명,사회복지사: 2 명 | 물리치료사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 00시 00분~24시 00분 | 일요일: 00시 00분~24시 00분 | 점심시간_월~금: 12시30분~13시30분 | 점심시간_토요일: 12시30분~13시30분 | 점심시간_일요일: 12시30분~13시30분,"경기도 파주시 문산읍 화석정로 31, (문산읍)",True,경기도,파주시,,"경기도 파주시에 위치한 예담요양병원은 5등급 의료법인으로 2014년 6월 3일 설립되었습니다. 병상은 상급 1명, 일반 184명으로 구성되며 물리치료실은 13명 규모이며, 장례식장 운영과 단독건물 입지, 자원봉사 및 종교활동이 활성화된 공동간병 형태를 갖추고 있습니다. 의료진은 총 4명의 의사와 2명의 한의사를 포함해 내과 1명, 정형외과 1명, 내과 전문의 1명으로 구성되며, 사회복지사 2명과 물리치료사 1명이 지원합니다. 진료는 월~금 09:00~18:00, 토·일 00:00~24:00이며 점심시간은 월·금 12:30~13:30, 토·일 12:30~13:30으로 운영되고, 연락 및 확인 용이합니다."
JDQ4MTYyMiM1MSMkMSMkOCMkOTkkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDgjJDgz,예미담요양병원,2등급,개인,043-215-7075,2016-01-18,"일반입원실: 상급 : 6 명 , 일반 : 192 명 | 물리치료실: 24 명",입지정보: 상가건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동간병,총 인원: 6 명 | 의사: 6 명,내과: 2 명 | 정신건강의학과: 2 명 | 재활의학과: 2 명,내과: 2 명 | 정신건강의학과: 2 명 | 재활의학과: 2 명,사회복지사: 3 명 | 물리치료사: 15 명 | 작업치료사: 11 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 13시00분~14시00분 | 점심시간_토요일: 13시00분~14시00분,"충청북도 청주시 청원구 충청대로 100-0,  (율량동)",True,충청북도,청주시,,"충청북도 청주시 상가건물에 위치한 예미담요양병원은 2016년 1월 18일 설립된 2등급 개인 요양병원이다. 병상은 상급 6명, 일반 192명으로 구성되며 물리치료실은 24명 규모로 운영된다. 의료진은 총 6명의 의사(내과 2명, 정신건강의학과 2명, 재활의학과 2명)와 사회복지사 3명, 물리치료사 15명, 작업치료사 11명이 배치되어 공동간병 형태로 환자를 돌본다. 진료는 월~금 09시부터 18시까지(점심 13시~14시)이며 토요일도 동일하게 운영되며 사진 제공이 가능하고 연락 및 확인 용이하다."
JDQ4MTYyMiM2MSMkMSMkNiMkOTkkNTgxMzUxIzExIyQxIyQ3IyQ4MiQyNjE4MzIjNjEjJDEjJDAjJDgz,예송요양병원,2등급,개인,063-250-9100,2016-09-30,"일반입원실: 상급 : 35 명 , 일반 : 115 명 | 물리치료실: 10 명",입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동·개인간병,총 인원: 3 명 | 의사: 3 명 | 한의사: 1 명,가정의학과: 1 명,가정의학과: 1 명,사회복지사: 3 명 | 물리치료사: 4 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 토요일: 09시 00분~18시 00분 | 점심시간_월~금: 12시00분~13시00분 | 점심시간_토요일: 12시00분~13시00분,"전북특별자치도 전주시 덕진구 전주천서로 337,  (진북동)",True,전북특별자치도,전주시,,"전북특별자치도 전주시 소재 예송요양병원은 2016년 9월 30일 설립된 2등급 개인 병원으로, 상급 35명과 일반 115명의 병상을 보유하고 있다. 물리치료실은 10명 규모이며, 물리치료사 4명이 근무하고, 가정의학과 전문의 1명과 한의사 1명, 총 3명의 의사가 진료에 참여한다. 사회복지사 3명과 물리치료사 4명이 지원하며, 공동·개인간병 형태로 운영되고 단독건물에 위치해 자원봉사와 종교활동이 활성화되어 있다. 진료는 월~토요일 09시부터 18시까지이며, 점심시간은 월·금 12시~13시, 토요일 12시~13시로 정해져 있다. 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQzIyQxMyQyNjE4MzIjNzEjJDEjJDgjJDgz,예쓰요양병원,4등급,의료법인,031-864-5500,2014-02-03,"일반입원실: 상급 : 7 명 , 일반 : 65 명 | 물리치료실: 5 명",입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동·개인간병,총 인원: 2 명 | 의사: 2 명 | 한의사: 1 명,가정의학과: 1 명,가정의학과: 1 명,사회복지사: 1 명 | 물리치료사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 12:00~13:00 | 점심시간_토요일: 휴무 | 점심시간_일요일: 휴무,"경기도 양주시 회정로109번길 7-20, (덕정동)",True,경기도,양주시,,"경기도 양주시 예쓰요양병원은 2014년 2월 3일 설립된 의료법인으로 4등급을 보유하고 있다. 병상은 상급 7명, 일반 65명으로 구성되며, 물리치료실은 5명을 운영한다. 의료진은 총 2명의 의사와 1명의 한의사를 포함해 가정의학과 전문의 1명, 사회복지사 1명, 물리치료사 1명이 있다. 단독건물에 위치해 공동·개인간병이 제공되며, 종교활동과 자원봉사활동이 활성화되어 있다. 진료는 월~금 09:00~18:00(점심 12:00~13:00)로 운영되며, 연락 및 확인 용이."
JDQ4MTYyMiM4MSMkMSMkNCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQzNjEyMjIjNDEjJDEjJDQjJDgz,예정요양병원,2등급,개인,055-253-6000,2019-12-27,"일반입원실: 상급 : 6 명 , 일반 : 215 명 | 물리치료실: 10 명",입지정보: 단독건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동·개인간병,총 인원: 6 명 | 의사: 6 명 | 한의사: 2 명,내과: 1 명 | 신경과: 1 명 | 산부인과: 1 명 | 비뇨의학과: 1 명,내과: 1 명 | 신경과: 1 명 | 비뇨의학과: 1 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 5 명 | 작업치료사: 2 명,월요일: 09시 00분~17시 30분 | 화요일: 09시 00분~17시 30분 | 수요일: 09시 00분~17시 30분 | 목요일: 09시 00분~17시 30분 | 금요일: 09시 00분~17시 30분 | 토요일: 09시 00분~12시 00분 | 점심시간_월~금: 12시00분~13시00분,"경상남도 창원시 의창구 팔용로 319, 반계동 요양병원 A동 지하1~지상4층 (반계동)",True,경상남도,창원시,,"경상남도 창원시 단독건물에 위치한 예정요양병원은 2등급 개인 설립으로 2019년 12월 27일 개원하였다. 상급 6명, 일반 215명으로 총 221병상을 보유하며 물리치료실은 10명 규모로 운영된다. 의료진은 총 6명의 전문의(내과 1, 신경과 1, 산부인과 1, 비뇨의학과 1)와 한의사 2명, 약사 1명, 사회복지사 1명, 물리치료사 5명, 작업치료사 2명으로 구성된다. 간병은 공동·개인형태로 제공되며 자원봉사·종교활동은 없고, 입지는 단독건물이다. 진료시간은 월~금 09:00~17:30, 토요일 09:00~12:00이며 점심시간은 월·금 12:00~13:00이다. 사진 제공 가능, 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzExIyQyIyQ3IyQwMCQyNjEyMjIjNDEjJDEjJDQjJDgz,예지요양병원,3등급,의료법인,032-773-6035,2005-07-14,일반입원실: 일반 : 118 명 | 물리치료실: 11 명,장례식장: Y | 입지정보: 상가건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 3 명 | 의사: 3 명 | 한의사: 1 명,외과: 1 명 | 신경외과: 1 명,신경외과: 1 명,사회복지사: 2 명,,"인천광역시 중구 개항로 82, (경동)",True,인천광역시,중구,,"인천광역시 중구에 위치한 예지요양병원은 2005년 7월 14일 설립된 의료법인으로 3등급을 보유하고 있으며, 일반입원실 118명과 물리치료실 11명을 운영한다. 의료진은 총 3명의 의사와 1명의 한의사를 포함해 외과 1명, 신경외과 1명(전문의 포함)으로 구성되며, 사회복지사 2명이 환자와 가족의 심리·사회적 지원을 담당한다. 장례식장이 설치된 상가건물에 자리해 접근성이 우수하고, 공동간병 형태를 채택해 환자 간호를 효율적으로 제공하며, 종교·자원봉사 활동이 활발히 이루어져 자원봉사자는 정기적으로 방문해 환자와 가족을 돕는다. 진료시간은 주 7일, 오전 9시부터 오후 6시까지이며, 연락 및 확인 용이."
JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzUxIyQxIyQxIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,예진요양병원,4등급,개인,032-556-8810,2008-07-14,일반입원실: 일반 : 149 명 | 물리치료실: 13 명,입지정보: 상가건물 | 자원봉사활동: N | 종교활동: N | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 2 명,소아청소년과: 1 명 | 재활의학과: 1 명,재활의학과: 1 명,약사: 1 명 | 사회복지사: 1 명 | 물리치료사: 7 명 | 작업치료사: 3 명,월요일: 08시 30분~17시 30분 | 화요일: 08시 30분~17시 30분 | 수요일: 08시 30분~17시 30분 | 목요일: 08시 30분~17시 30분 | 금요일: 08시 30분~17시 30분 | 점심시간_월~금: 12시00분~13:00분,"인천광역시 계양구 계양대로 188, 4,5층 (계산동, 노바체빌딩)",True,인천광역시,계양구,,"인천광역시 계양구 상가건물에 위치한 예진요양병원은 4등급 개인 설립 병원으로 2008년 7월 14일 설립되었습니다. 일반입원실 149명과 물리치료실 13명을 보유하며, 공동간병 형태로 환자를 돌보고 있습니다. 의료진은 총 4명의 의사와 2명의 한의사, 소아청소년과 1명, 재활의학과 1명(전문의 포함)으로 구성되고, 약사 1명, 사회복지사 1명, 물리치료사 7명, 작업치료사 3명이 지원합니다. 진료는 월~금 오전 8시 30분부터 오후 5시 30분까지 진행되며, 월·금 점심시간은 12시부터 1시까지입니다. 사진 제공 가능하며, 연락 및 확인 용이합니다."
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQxIyQ2MiQ0NjEwMDIjNTEjJDEjJDIjJDgz,오거리사랑요양병원,2등급,개인,054-614-1009,2013-04-15,"일반입원실: 상급 : 7 명 , 일반 : 143 명 | 물리치료실: 3 명",장례식장: N | 입지정보: 단독건물 | 자원봉사활동: Y | 종교활동: Y | 간병형태: 공동간병,총 인원: 4 명 | 의사: 4 명 | 한의사: 1 명,외과: 1 명 | 가정의학과: 1 명,외과: 1 명 | 가정의학과: 1 명,사회복지사: 1 명 | 물리치료사: 1 명,월요일: 09시 00분~18시 00분 | 화요일: 09시 00분~18시 00분 | 수요일: 09시 00분~18시 00분 | 목요일: 09시 00분~18시 00분 | 금요일: 09시 00분~18시 00분 | 점심시간_월~금: 12시-13시,"경상북도 포항시 북구 중앙로 207,  (죽도동)",True,경상북도,포항시,,"경상북도 포항시에 위치한 오거리사랑요양병원은 2등급 개인 설립 병원으로 2013년 4월 15일 설립되었습니다. 상급 7명, 일반 143명의 병상을 보유하며 물리치료실에는 3명의 물리치료사가 근무하고, 다양한 물리치료 프로그램이 제공됩니다. 외과 1명, 가정의학과 1명 등 4명의 전문의와 한의사 1명, 사회복지사 1명, 물리치료사 1명이 함께 진료·간호를 제공합니다. 단독건물에 자리해 장례식장은 없으며, 공동간병 형태로 운영되고 자원봉사와 종교활동이 활성화되어 지역사회와 연계됩니다. 진료는 월~금 09:00~18:00(점심 12:00~13:00)이며, 연락 및 확인 용이합니다."
